,PURPOSE_CD,INTERVAL_NO,BID_OFFER_DATE_DT,QUANTITY_NO,AWARDED_QUANTITY_NO,ENERGY_PRICE_NO,MERIT_ORDER_NO,PARTIAL_QTY_ACCEPTED_IN,ZONE_CD,AWARDED_PRICE_NO,OPERATORE
2232001,OFF,12,2017-11-04,11.8,11.8,0.0,584.0,N,SUD,49.67,Bilateralista
2232036,OFF,12,2017-11-04,51.231,51.231,0.0,550.0,N,SUD,49.67,ITAL GREEN ENERGY SRL
2232037,OFF,12,2017-11-04,10.769,10.769,0.0,585.0,N,SUD,49.67,Bilateralista
2232072,OFF,12,2017-11-04,25.575,25.575,0.0,206.0,N,SUD,49.67,GSE SPA
2232111,OFF,12,2017-11-04,100.0,100.0,0.0,695.0,N,SICI,49.67,ISAB S.R.L.
2232112,OFF,12,2017-11-04,55.0,55.0,42.13,1185.0,N,SICI,49.67,ISAB S.R.L.
2232113,OFF,12,2017-11-04,37.0,37.0,42.13,1186.0,N,SICI,49.67,ISAB S.R.L.
2232172,OFF,12,2017-11-04,142.0,142.0,0.0,697.0,N,SICI,49.67,ISAB S.R.L.
2232173,OFF,12,2017-11-04,65.0,65.0,0.0,713.0,N,SICI,49.67,Bilateralista
2232201,OFF,12,2017-11-04,2.116,2.116,32.48,1113.0,N,NORD,49.67,EGO TRADE SRL
2232226,OFF,12,2017-11-04,28.977,28.977,0.0,313.0,N,NORD,49.67,Bilateralista
2232252,OFF,12,2017-11-04,0.056,0.056,0.0,420.0,N,SUD,49.67,DUFENERGY TRADING SA
2232276,OFF,12,2017-11-04,0.106,0.106,2.07,828.0,N,SUD,49.67,EGO TRADE SRL
2232315,OFF,12,2017-11-04,0.06,0.06,1.0,784.0,N,CSUD,49.67,DANSKE COMMODITIES A.S
2232316,OFF,12,2017-11-04,0.58,0.58,20.0,993.0,N,CSUD,49.67,DANSKE COMMODITIES A.S
2232317,OFF,12,2017-11-04,2.0,2.0,45.0,1223.0,N,CSUD,49.67,DANSKE COMMODITIES A.S
2232350,OFF,12,2017-11-04,0.002,0.002,15.03,958.0,N,CSUD,49.67,EGO TRADE SRL
2232371,OFF,12,2017-11-04,0.08199999999999999,0.08199999999999999,0.0,250.0,N,CSUD,49.67,ERG POWER GENERATION S.P.A.
2232395,OFF,12,2017-11-04,0.114,0.114,0.0,251.0,N,CSUD,49.67,ERG POWER GENERATION S.P.A.
2232434,OFF,12,2017-11-04,0.023,0.023,0.0,252.0,N,SUD,49.67,ERG POWER GENERATION S.P.A.
2232435,OFF,12,2017-11-04,0.241,0.241,32.1,1094.0,N,SUD,49.67,ERG POWER GENERATION S.P.A.
2232436,OFF,12,2017-11-04,1.075,1.075,42.1,1169.0,N,SUD,49.67,ERG POWER GENERATION S.P.A.
2232474,OFF,12,2017-11-04,0.237,0.237,0.0,253.0,N,SARD,49.67,ERG POWER GENERATION S.P.A.
2232498,OFF,12,2017-11-04,0.029,0.029,0.0,419.0,N,SUD,49.67,DUFENERGY TRADING SA
2232524,OFF,12,2017-11-04,3.5660000000000003,3.5660000000000003,46.18,1243.0,N,NORD,49.67,ENEL PRODUZIONE S.P.A.
2232525,OFF,12,2017-11-04,356.434,356.434,46.18,1244.0,N,NORD,49.67,Bilateralista
2232563,OFF,12,2017-11-04,349.0,349.0,45.87,1238.0,N,NORD,49.67,Bilateralista
2232589,OFF,12,2017-11-04,350.0,350.0,46.06,1241.0,N,NORD,49.67,Bilateralista
2232628,OFF,12,2017-11-04,9.8,9.8,30.0,1058.0,N,CSUD,49.67,4ENERGIA SRL
2232629,OFF,12,2017-11-04,0.001,0.001,9.9,875.0,N,CSUD,49.67,4ENERGIA SRL
2232664,OFF,12,2017-11-04,0.172,0.172,0.0,254.0,N,CSUD,49.67,ERG POWER GENERATION S.P.A.
2232688,OFF,12,2017-11-04,10.2,10.2,0.0,100.0,N,CNOR,49.67,ENEL PRODUZIONE S.P.A.
2232712,OFF,12,2017-11-04,22.506,22.506,0.0,636.0,N,NORD,49.67,Bilateralista
2232736,OFF,12,2017-11-04,2.007,2.007,0.0,535.0,N,NORD,49.67,ENEL PRODUZIONE S.P.A.
2232753,OFF,12,2017-11-04,13.220999999999998,13.220999999999998,10.0,920.0,N,CSUD,49.67,EDISON TRADING S.P.A.
2232775,OFF,12,2017-11-04,0.77,0.77,0.0,101.0,N,SICI,49.67,ENEL PRODUZIONE S.P.A.
2232799,OFF,12,2017-11-04,0.6829999999999999,0.6829999999999999,0.0,507.0,N,CSUD,49.67,AXPO ITALIA SPA
2232838,OFF,12,2017-11-04,0.003,0.003,0.0,255.0,N,SUD,49.67,ERG POWER GENERATION S.P.A.
2232839,OFF,12,2017-11-04,0.188,0.188,32.1,1095.0,N,SUD,49.67,ERG POWER GENERATION S.P.A.
2232840,OFF,12,2017-11-04,0.8370000000000001,0.8370000000000001,42.1,1170.0,N,SUD,49.67,ERG POWER GENERATION S.P.A.
2232881,OFF,12,2017-11-04,11.277,11.277,0.0,756.0,N,NORD,49.67,DUFERCO ENERGIA S.p.A.
2232910,OFF,12,2017-11-04,0.058,0.058,0.0,478.0,N,SUD,49.67,DUFERCO ENERGIA S.p.A.
2232934,OFF,12,2017-11-04,0.22,0.22,2.0,800.0,N,CSUD,49.67,TRAILSTONE GMBH
2232979,OFF,12,2017-11-04,1.342,1.342,0.0,445.0,N,SICI,49.67,DUFENERGY TRADING SA
2233003,OFF,12,2017-11-04,1.56,1.56,0.0,437.0,N,SICI,49.67,DUFENERGY TRADING SA
2233027,OFF,12,2017-11-04,15.292,15.292,9.95,891.0,N,SUD,49.67,EGO TRADE SRL
2233051,OFF,12,2017-11-04,16.5,16.5,0.0,102.0,N,CNOR,49.67,ENEL PRODUZIONE S.P.A.
2233075,OFF,12,2017-11-04,9.75,9.75,2.0,807.0,N,SUD,49.67,TRAILSTONE GMBH
2233099,OFF,12,2017-11-04,3.51,3.51,2.0,808.0,N,SUD,49.67,TRAILSTONE GMBH
2233134,OFF,12,2017-11-04,191.0,191.0,9.99,894.0,N,NORD,49.67,ENGIE ITALIA SPA
2233135,OFF,12,2017-11-04,174.0,174.0,47.79,1259.0,N,NORD,49.67,ENGIE ITALIA SPA
2233161,OFF,12,2017-11-04,1.509,1.509,0.0,566.0,N,NORD,49.67,Bilateralista
2233190,OFF,12,2017-11-04,1.127,1.127,20.0,984.0,N,SUD,49.67,Bilateralista
2233191,OFF,12,2017-11-04,1.635,1.635,20.0,971.0,N,SUD,49.67,EDELWEISS ENERGIA S.P.A.
2233227,OFF,12,2017-11-04,90.0,90.0,0.0,717.0,N,NORD,49.67,Bilateralista
2233260,OFF,12,2017-11-04,3.969,3.969,0.0,431.0,N,SICI,49.67,DUFENERGY TRADING SA
2233284,OFF,12,2017-11-04,5.89,5.89,2.0,825.0,N,SICI,49.67,TRAILSTONE GMBH
2233308,OFF,12,2017-11-04,17.698,17.698,0.0,690.0,N,NORD,49.67,SEA ENERGIA SPA
2233338,OFF,12,2017-11-04,0.301,0.301,0.0,508.0,N,SUD,49.67,AXPO ITALIA SPA
2233362,OFF,12,2017-11-04,10.28,10.28,0.0,537.0,N,CSUD,49.67,ACEA ENERGIA SPA
2233386,OFF,12,2017-11-04,11.0,11.0,0.0,652.0,N,CSUD,49.67,GSE SPA
2233427,OFF,12,2017-11-04,0.208,0.208,12.0,943.0,N,BRNN,49.67,ENOI S.P.A.
2233428,OFF,12,2017-11-04,0.208,0.208,20.25,1028.0,N,BRNN,49.67,ENOI S.P.A.
2233429,OFF,12,2017-11-04,8.5,8.5,30.25,1072.0,N,BRNN,49.67,ENOI S.P.A.
2233430,OFF,12,2017-11-04,0.884,0.884,45.25,1230.0,N,BRNN,49.67,ENOI S.P.A.
2233487,OFF,12,2017-11-04,0.254,0.254,12.0,944.0,N,BRNN,49.67,ENOI S.P.A.
2233488,OFF,12,2017-11-04,0.254,0.254,20.25,1029.0,N,BRNN,49.67,ENOI S.P.A.
2233489,OFF,12,2017-11-04,10.5,10.5,30.25,1073.0,N,BRNN,49.67,ENOI S.P.A.
2233490,OFF,12,2017-11-04,1.11,1.11,45.25,1231.0,N,BRNN,49.67,ENOI S.P.A.
2233523,OFF,12,2017-11-04,0.446,0.446,10.0,921.0,N,NORD,49.67,EDISON TRADING S.P.A.
2233540,OFF,12,2017-11-04,20.625,20.625,0.0,650.0,N,NORD,49.67,AXPO ITALIA SPA
2233579,OFF,12,2017-11-04,0.459,0.459,0.0,256.0,N,BRNN,49.67,ERG POWER GENERATION S.P.A.
2233580,OFF,12,2017-11-04,0.182,0.182,32.1,1096.0,N,BRNN,49.67,ERG POWER GENERATION S.P.A.
2233581,OFF,12,2017-11-04,0.809,0.809,42.1,1171.0,N,BRNN,49.67,ERG POWER GENERATION S.P.A.
2233619,OFF,12,2017-11-04,0.125,0.125,0.0,103.0,N,SARD,49.67,ENEL PRODUZIONE S.P.A.
2233644,OFF,12,2017-11-04,2.358,2.358,0.0,314.0,N,NORD,49.67,Bilateralista
2233661,OFF,12,2017-11-04,10.0,10.0,0.0,618.0,N,BRNN,49.67,GREEN NETWORK SPA
2233685,OFF,12,2017-11-04,1.4,1.4,0.0,244.0,N,NORD,49.67,ALPERIA ENERGY SRL
2233728,OFF,12,2017-11-04,0.005,0.005,0.0,257.0,N,SUD,49.67,ERG POWER GENERATION S.P.A.
2233729,OFF,12,2017-11-04,0.13699999999999998,0.13699999999999998,32.1,1097.0,N,SUD,49.67,ERG POWER GENERATION S.P.A.
2233730,OFF,12,2017-11-04,0.609,0.609,42.1,1172.0,N,SUD,49.67,ERG POWER GENERATION S.P.A.
2233772,OFF,12,2017-11-04,5.157,5.157,46.5,1247.0,N,CNOR,49.67,BANCO ENERGIA SPA
2233796,OFF,12,2017-11-04,1.64,1.64,0.0,315.0,N,NORD,49.67,Bilateralista
2233826,OFF,12,2017-11-04,4.919,4.919,0.0,674.0,N,NORD,49.67,SEA ENERGIA SPA
2233827,OFF,12,2017-11-04,3.0810000000000004,3.0810000000000004,0.0,709.0,N,NORD,49.67,Bilateralista
2233863,OFF,12,2017-11-04,12.651,12.651,0.0,55.0,N,NORD,49.67,EDISON TRADING S.P.A.
2233887,OFF,12,2017-11-04,0.018000000000000002,0.018000000000000002,0.0,64.0,N,CSUD,49.67,ENECO TRADE SRL
2233911,OFF,12,2017-11-04,0.6970000000000001,0.6970000000000001,0.0,316.0,N,NORD,49.67,Bilateralista
2233944,OFF,12,2017-11-04,0.03,0.03,1.0,785.0,N,SUD,49.67,DANSKE COMMODITIES A.S
2233945,OFF,12,2017-11-04,0.67,0.67,20.0,994.0,N,SUD,49.67,DANSKE COMMODITIES A.S
2233946,OFF,12,2017-11-04,2.0,2.0,45.0,1224.0,N,SUD,49.67,DANSKE COMMODITIES A.S
2233973,OFF,12,2017-11-04,8.415,8.415,0.0,430.0,N,SICI,49.67,DUFENERGY TRADING SA
2233990,OFF,12,2017-11-04,2.5,2.5,0.0,391.0,N,NORD,49.67,Bilateralista
2234014,OFF,12,2017-11-04,1.7919999999999998,1.7919999999999998,0.0,104.0,N,ROSN,49.67,ENEL PRODUZIONE S.P.A.
2234038,OFF,12,2017-11-04,2.4,2.4,0.0,531.0,N,NORD,49.67,EDISON TRADING S.P.A.
2234055,OFF,12,2017-11-04,7.817,7.817,0.0,426.0,N,CSUD,49.67,DUFENERGY TRADING SA
2234072,OFF,12,2017-11-04,11.29,11.29,10.0,912.0,N,SUD,49.67,EDISON TRADING S.P.A.
2234103,OFF,12,2017-11-04,125.0,125.0,0.0,681.0,N,SICI,49.67,EDISON TRADING S.P.A.
2234127,OFF,12,2017-11-04,1.974,1.974,0.0,495.0,N,SICI,49.67,DUFERCO ENERGIA S.p.A.
2234152,OFF,12,2017-11-04,2.401,2.401,10.0,922.0,N,NORD,49.67,EDISON TRADING S.P.A.
2234175,OFF,12,2017-11-04,1.215,1.215,0.0,258.0,N,SICI,49.67,ERG POWER GENERATION S.P.A.
2234176,OFF,12,2017-11-04,1.287,1.287,23.23,1039.0,N,SICI,49.67,ERG POWER GENERATION S.P.A.
2234212,OFF,12,2017-11-04,0.092,0.092,0.0,362.0,N,SUD,49.67,Bilateralista
2234236,OFF,12,2017-11-04,0.098,0.098,0.0,363.0,N,SUD,49.67,Bilateralista
2234260,OFF,12,2017-11-04,0.078,0.078,0.0,364.0,N,SUD,49.67,Bilateralista
2234286,OFF,12,2017-11-04,0.118,0.118,0.0,485.0,N,SUD,49.67,DUFERCO ENERGIA S.p.A.
2234310,OFF,12,2017-11-04,2.704,2.704,0.0,105.0,N,CSUD,49.67,ENEL PRODUZIONE S.P.A.
2234334,OFF,12,2017-11-04,0.02,0.02,1.0,786.0,N,SUD,49.67,DANSKE COMMODITIES A.S
2234366,OFF,12,2017-11-04,0.231,0.231,0.0,483.0,N,SUD,49.67,DUFERCO ENERGIA S.p.A.
2234390,OFF,12,2017-11-04,0.614,0.614,0.0,488.0,N,SUD,49.67,DUFERCO ENERGIA S.p.A.
2234414,OFF,12,2017-11-04,0.908,0.908,0.0,509.0,N,SICI,49.67,AXPO ITALIA SPA
2234438,OFF,12,2017-11-04,1.015,1.015,0.0,510.0,N,SUD,49.67,AXPO ITALIA SPA
2234462,OFF,12,2017-11-04,1.7990000000000002,1.7990000000000002,0.0,511.0,N,SICI,49.67,AXPO ITALIA SPA
2234486,OFF,12,2017-11-04,2.8,2.8,2.0,826.0,N,SICI,49.67,TRAILSTONE GMBH
2234510,OFF,12,2017-11-04,1.25,1.25,0.0,106.0,N,SICI,49.67,ENEL PRODUZIONE S.P.A.
2234561,OFF,12,2017-11-04,297.7,297.7,0.0,722.0,N,NORD,49.67,Bilateralista
2234626,OFF,12,2017-11-04,6.0,6.0,40.05,1153.0,N,NORD,49.67,A2A SPA
2234627,OFF,12,2017-11-04,14.5,14.5,40.05,1154.0,N,NORD,49.67,A2A SPA
2234628,OFF,12,2017-11-04,122.0,122.0,0.0,739.0,N,NORD,49.67,Bilateralista
2234629,OFF,12,2017-11-04,6.0,6.0,35.68,1126.0,N,NORD,49.67,Bilateralista
2234722,OFF,12,2017-11-04,9.0,9.0,38.91,1142.0,N,NORD,49.67,A2A SPA
2234723,OFF,12,2017-11-04,16.0,16.0,38.91,1143.0,N,NORD,49.67,A2A SPA
2234724,OFF,12,2017-11-04,122.0,122.0,0.0,740.0,N,NORD,49.67,Bilateralista
2234725,OFF,12,2017-11-04,9.0,9.0,35.9,1127.0,N,NORD,49.67,Bilateralista
2234785,OFF,12,2017-11-04,0.181,0.181,0.0,473.0,N,CSUD,49.67,DUFERCO ENERGIA S.p.A.
2234802,OFF,12,2017-11-04,11.212,11.212,0.0,427.0,N,CSUD,49.67,DUFENERGY TRADING SA
2234819,OFF,12,2017-11-04,0.13,0.13,0.0,107.0,N,SUD,49.67,ENEL PRODUZIONE S.P.A.
2234843,OFF,12,2017-11-04,2.068,2.068,0.0,512.0,N,SICI,49.67,AXPO ITALIA SPA
2234861,OFF,12,2017-11-04,7.528,7.528,0.0,567.0,N,CSUD,49.67,Bilateralista
2234881,OFF,12,2017-11-04,13.2,13.2,0.0,108.0,N,CNOR,49.67,ENEL PRODUZIONE S.P.A.
2234905,OFF,12,2017-11-04,14.0,14.0,0.0,109.0,N,CNOR,49.67,ENEL PRODUZIONE S.P.A.
2234929,OFF,12,2017-11-04,0.025,0.025,0.0,354.0,N,SUD,49.67,Bilateralista
2234953,OFF,12,2017-11-04,2.5,2.5,0.0,333.0,N,NORD,49.67,Bilateralista
2234968,OFF,12,2017-11-04,33.048,33.048,0.0,568.0,N,CSUD,49.67,Bilateralista
2234976,OFF,12,2017-11-04,0.019,0.019,0.0,207.0,N,SUD,49.67,GSE SPA
2234986,OFF,12,2017-11-04,0.512,0.512,0.0,317.0,N,CSUD,49.67,Bilateralista
2235000,OFF,12,2017-11-04,0.349,0.349,10.0,907.0,N,SUD,49.67,EDISON TRADING S.P.A.
2235024,OFF,12,2017-11-04,19.0,19.0,0.0,712.0,N,NORD,49.67,Bilateralista
2235048,OFF,12,2017-11-04,9.2,9.2,0.0,706.0,N,NORD,49.67,YOUTRADE S.P.A.
2235072,OFF,12,2017-11-04,38.0,38.0,0.0,590.0,N,NORD,49.67,Bilateralista
2235096,OFF,12,2017-11-04,3.91,3.91,0.0,372.0,N,NORD,49.67,Bilateralista
2235120,OFF,12,2017-11-04,19.5,19.5,0.0,592.0,N,NORD,49.67,FALCK RENEWABLES ENERGY SRL
2235144,OFF,12,2017-11-04,42.0,42.0,0.0,579.0,N,NORD,49.67,Bilateralista
2235161,OFF,12,2017-11-04,17.048,17.048,0.0,447.0,N,ROSN,49.67,DUFENERGY TRADING SA
2235171,OFF,12,2017-11-04,2.391,2.391,10.0,923.0,N,NORD,49.67,EDISON TRADING S.P.A.
2235188,OFF,12,2017-11-04,0.157,0.157,0.0,72.0,N,NORD,49.67,2V ENERGY SRL
2235212,OFF,12,2017-11-04,0.068,0.068,0.0,434.0,N,SICI,49.67,DUFENERGY TRADING SA
2235247,OFF,12,2017-11-04,0.055,0.055,20.0,985.0,N,SUD,49.67,Bilateralista
2235248,OFF,12,2017-11-04,0.08199999999999999,0.08199999999999999,20.0,972.0,N,SUD,49.67,EDELWEISS ENERGIA S.P.A.
2235284,OFF,12,2017-11-04,0.056,0.056,0.0,480.0,N,SUD,49.67,DUFERCO ENERGIA S.p.A.
2235308,OFF,12,2017-11-04,0.05,0.05,0.0,481.0,N,SUD,49.67,DUFERCO ENERGIA S.p.A.
2235332,OFF,12,2017-11-04,0.238,0.238,0.0,110.0,N,CSUD,49.67,ENEL PRODUZIONE S.P.A.
2235356,OFF,12,2017-11-04,0.4,0.4,2.9,832.0,N,ROSN,49.67,SERVIZI UNINDUSTRIA MULTIUTILITIES SPA
2235380,OFF,12,2017-11-04,0.037000000000000005,0.037000000000000005,0.0,413.0,N,SUD,49.67,DUFENERGY TRADING SA
2235404,OFF,12,2017-11-04,0.046,0.046,0.0,492.0,N,SUD,49.67,DUFERCO ENERGIA S.p.A.
2235428,OFF,12,2017-11-04,1.25,1.25,0.0,524.0,N,SUD,49.67,ENECO TRADE SRL
2235473,OFF,12,2017-11-04,0.123,0.123,12.0,945.0,N,SUD,49.67,ENOI S.P.A.
2235474,OFF,12,2017-11-04,0.123,0.123,20.25,1030.0,N,SUD,49.67,ENOI S.P.A.
2235475,OFF,12,2017-11-04,15.0,15.0,30.25,1074.0,N,SUD,49.67,ENOI S.P.A.
2235476,OFF,12,2017-11-04,0.654,0.654,45.25,1232.0,N,SUD,49.67,ENOI S.P.A.
2235516,OFF,12,2017-11-04,13.2,13.2,0.0,121.0,N,CNOR,49.67,ENEL PRODUZIONE S.P.A.
2235540,OFF,12,2017-11-04,32.0,32.0,0.0,122.0,N,CNOR,49.67,ENEL PRODUZIONE S.P.A.
2235564,OFF,12,2017-11-04,3.588,3.588,0.0,318.0,N,CSUD,49.67,Bilateralista
2235588,OFF,12,2017-11-04,0.14800000000000002,0.14800000000000002,0.0,439.0,N,SICI,49.67,DUFENERGY TRADING SA
2235612,OFF,12,2017-11-04,0.353,0.353,0.0,433.0,N,SICI,49.67,DUFENERGY TRADING SA
2235655,OFF,12,2017-11-04,41.0,41.0,0.0,686.0,N,NORD,49.67,EP PRODUZIONE SPA
2235656,OFF,12,2017-11-04,327.0,327.0,43.22,1193.0,N,NORD,49.67,EP PRODUZIONE SPA
2235657,OFF,12,2017-11-04,387.0,387.0,0.0,720.0,N,NORD,49.67,Bilateralista
2235698,OFF,12,2017-11-04,16.811,16.811,0.0,208.0,N,CSUD,49.67,GSE SPA
2235715,OFF,12,2017-11-04,0.129,0.129,0.0,438.0,N,SICI,49.67,DUFENERGY TRADING SA
2235737,OFF,12,2017-11-04,66.5,66.5,1.0,789.0,N,CNOR,49.67,ERG POWER GENERATION S.P.A.
2235761,OFF,12,2017-11-04,54.0,54.0,0.0,526.0,N,NORD,49.67,HERA TRADING S.R.L.
2235796,OFF,12,2017-11-04,0.996,0.996,20.0,1022.0,N,NORD,49.67,Bilateralista
2235797,OFF,12,2017-11-04,1.444,1.444,20.0,1016.0,N,NORD,49.67,EDELWEISS ENERGIA S.P.A.
2235836,OFF,12,2017-11-04,8.1,8.1,0.0,569.0,N,NORD,49.67,Bilateralista
2235867,OFF,12,2017-11-04,198.0,198.0,0.0,734.0,N,BRNN,49.67,Bilateralista
2235868,OFF,12,2017-11-04,62.0,62.0,44.15,1205.0,N,BRNN,49.67,Bilateralista
2235905,OFF,12,2017-11-04,163.0,163.0,0.0,733.0,N,BRNN,49.67,Bilateralista
2235935,OFF,12,2017-11-04,195.0,195.0,0.0,630.0,N,BRNN,49.67,Bilateralista
2235936,OFF,12,2017-11-04,98.0,98.0,44.59,1216.0,N,BRNN,49.67,Bilateralista
2235991,OFF,12,2017-11-04,140.0,140.0,0.0,732.0,N,NORD,49.67,Bilateralista
2235992,OFF,12,2017-11-04,21.0,21.0,33.9,1118.0,N,NORD,49.67,Bilateralista
2235993,OFF,12,2017-11-04,138.0,138.0,43.06,1191.0,N,NORD,49.67,Bilateralista
2236054,OFF,12,2017-11-04,135.0,135.0,0.0,632.0,N,NORD,49.67,Bilateralista
2236055,OFF,12,2017-11-04,112.0,112.0,44.91,1218.0,N,NORD,49.67,Bilateralista
2236104,OFF,12,2017-11-04,76.0,76.0,0.0,728.0,N,CNOR,49.67,Bilateralista
2236140,OFF,12,2017-11-04,132.0,132.0,0.0,629.0,N,NORD,49.67,Bilateralista
2236141,OFF,12,2017-11-04,102.0,102.0,43.44,1195.0,N,NORD,49.67,Bilateralista
2236195,OFF,12,2017-11-04,115.0,115.0,0.0,730.0,N,NORD,49.67,Bilateralista
2236196,OFF,12,2017-11-04,143.0,143.0,42.98,1188.0,N,NORD,49.67,Bilateralista
2236255,OFF,12,2017-11-04,112.0,112.0,0.0,631.0,N,NORD,49.67,Bilateralista
2236256,OFF,12,2017-11-04,17.0,17.0,34.35,1120.0,N,NORD,49.67,Bilateralista
2236257,OFF,12,2017-11-04,107.0,107.0,43.2,1192.0,N,NORD,49.67,Bilateralista
2236315,OFF,12,2017-11-04,125.0,125.0,0.0,731.0,N,NORD,49.67,Bilateralista
2236316,OFF,12,2017-11-04,149.0,149.0,43.72,1197.0,N,NORD,49.67,Bilateralista
2236352,OFF,12,2017-11-04,6.669,6.669,0.0,448.0,N,SARD,49.67,DUFENERGY TRADING SA
2236388,OFF,12,2017-11-04,2.625,2.625,10.0,898.0,N,SARD,49.67,FRI-EL TRADING SRL
2236389,OFF,12,2017-11-04,0.075,0.075,5.0,833.0,N,SARD,49.67,FRI-EL TRADING SRL
2236418,OFF,12,2017-11-04,14.4,14.4,0.0,111.0,N,CNOR,49.67,ENEL PRODUZIONE S.P.A.
2236442,OFF,12,2017-11-04,15.3,15.3,0.0,112.0,N,CNOR,49.67,ENEL PRODUZIONE S.P.A.
2236466,OFF,12,2017-11-04,9.6,9.6,0.0,113.0,N,CNOR,49.67,ENEL PRODUZIONE S.P.A.
2236490,OFF,12,2017-11-04,9.9,9.9,0.0,114.0,N,CNOR,49.67,ENEL PRODUZIONE S.P.A.
2236514,OFF,12,2017-11-04,5.9,5.9,0.0,115.0,N,CNOR,49.67,ENEL PRODUZIONE S.P.A.
2236538,OFF,12,2017-11-04,40.4,40.4,0.0,116.0,N,CNOR,49.67,ENEL PRODUZIONE S.P.A.
2236562,OFF,12,2017-11-04,11.8,11.8,0.0,117.0,N,CNOR,49.67,ENEL PRODUZIONE S.P.A.
2236586,OFF,12,2017-11-04,35.5,35.5,0.0,118.0,N,CNOR,49.67,ENEL PRODUZIONE S.P.A.
2236610,OFF,12,2017-11-04,8.62,8.62,2.0,822.0,N,SARD,49.67,TRAILSTONE GMBH
2236634,OFF,12,2017-11-04,0.444,0.444,0.0,119.0,N,SUD,49.67,ENEL PRODUZIONE S.P.A.
2236658,OFF,12,2017-11-04,0.163,0.163,0.0,120.0,N,SARD,49.67,ENEL PRODUZIONE S.P.A.
2236684,OFF,12,2017-11-04,22.4,22.4,0.0,56.0,N,NORD,49.67,EDISON TRADING S.P.A.
2236713,OFF,12,2017-11-04,0.14300000000000002,0.14300000000000002,0.0,513.0,N,SUD,49.67,AXPO ITALIA SPA
2236754,OFF,12,2017-11-04,0.027000000000000003,0.027000000000000003,0.0,259.0,N,SUD,49.67,ERG POWER GENERATION S.P.A.
2236755,OFF,12,2017-11-04,0.266,0.266,32.1,1098.0,N,SUD,49.67,ERG POWER GENERATION S.P.A.
2236756,OFF,12,2017-11-04,1.182,1.182,42.1,1173.0,N,SUD,49.67,ERG POWER GENERATION S.P.A.
2236794,OFF,12,2017-11-04,2.34,2.34,0.0,350.0,N,NORD,49.67,Bilateralista
2236818,OFF,12,2017-11-04,15.5,15.5,0.0,528.0,N,NORD,49.67,GSE SPA
2236847,OFF,12,2017-11-04,0.07,0.07,0.0,260.0,N,SICI,49.67,ERG POWER GENERATION S.P.A.
2236848,OFF,12,2017-11-04,0.883,0.883,23.23,1040.0,N,SICI,49.67,ERG POWER GENERATION S.P.A.
2236895,OFF,12,2017-11-04,2.66,2.66,0.0,679.0,N,NORD,49.67,FENICE S.P.A.
2236896,OFF,12,2017-11-04,10.0,10.0,0.0,714.0,N,NORD,49.67,Bilateralista
2236932,OFF,12,2017-11-04,0.753,0.753,0.0,471.0,N,CNOR,49.67,DUFERCO ENERGIA S.p.A.
2236949,OFF,12,2017-11-04,9.72,9.72,10.31,935.0,N,CSUD,49.67,EGO TRADE SRL
2236973,OFF,12,2017-11-04,19.999,19.999,0.0,570.0,N,NORD,49.67,Bilateralista
2236986,OFF,12,2017-11-04,3.812,3.812,0.0,446.0,N,ROSN,49.67,DUFENERGY TRADING SA
2237010,OFF,12,2017-11-04,5.915,5.915,0.0,319.0,N,CSUD,49.67,Bilateralista
2237046,OFF,12,2017-11-04,31.3,31.3,0.0,525.0,N,SUD,49.67,GSE SPA
2237047,OFF,12,2017-11-04,5.8,5.8,0.0,551.0,N,SUD,49.67,ITAL GREEN ENERGY SRL
2237098,OFF,12,2017-11-04,0.022,0.022,0.0,261.0,N,SUD,49.67,ERG POWER GENERATION S.P.A.
2237099,OFF,12,2017-11-04,0.403,0.403,32.1,1099.0,N,SUD,49.67,ERG POWER GENERATION S.P.A.
2237100,OFF,12,2017-11-04,1.7919999999999998,1.7919999999999998,42.1,1174.0,N,SUD,49.67,ERG POWER GENERATION S.P.A.
2237131,OFF,12,2017-11-04,9.36,9.36,10.49,937.0,N,CSUD,49.67,EGO TRADE SRL
2237149,OFF,12,2017-11-04,8.6,8.6,0.0,123.0,N,CNOR,49.67,ENEL PRODUZIONE S.P.A.
2237173,OFF,12,2017-11-04,19.1,19.1,0.0,124.0,N,CNOR,49.67,ENEL PRODUZIONE S.P.A.
2237197,OFF,12,2017-11-04,19.2,19.2,0.0,125.0,N,CNOR,49.67,ENEL PRODUZIONE S.P.A.
2237221,OFF,12,2017-11-04,19.6,19.6,0.0,126.0,N,CNOR,49.67,ENEL PRODUZIONE S.P.A.
2237245,OFF,12,2017-11-04,0.3,0.3,0.0,320.0,N,NORD,49.67,Bilateralista
2237269,OFF,12,2017-11-04,0.7020000000000001,0.7020000000000001,0.0,127.0,N,NORD,49.67,ENEL PRODUZIONE S.P.A.
2237270,OFF,12,2017-11-04,5.183,5.183,0.0,321.0,N,NORD,49.67,Bilateralista
2237297,OFF,12,2017-11-04,0.01,0.01,1.0,787.0,N,CSUD,49.67,DANSKE COMMODITIES A.S
2237321,OFF,12,2017-11-04,13.326,13.326,0.0,514.0,N,SUD,49.67,AXPO ITALIA SPA
2237360,OFF,12,2017-11-04,0.12,0.12,0.0,262.0,N,SUD,49.67,ERG POWER GENERATION S.P.A.
